OBJECTID,DATE,Group,Facility,County,Cases,Month,Cases_Normalized,Risk_Level
607,2020-12-30 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,250,12,0.6894406360091889,2
608,2020-12-30 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,374,12,1.2204714780178865,2
609,2020-12-30 10:00:00,Staff,State and Local Affected Facilities,Harford,0,12,-0.3811860615889917,0
610,2020-12-30 10:00:00,Patients,State and Local Affected Facilities,Harford,0,12,-0.3811860615889917,0
611,2020-12-30 10:00:00,Inmates,State and Local Affected Facilities,Harford,0,12,-0.3811860615889917,0
612,2020-12-30 10:00:00,Youth,State and Local Affected Facilities,Harford,0,12,-0.3811860615889917,0
613,2021-01-06 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,210,1,0.51814036439348,0
614,2021-01-06 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,331,1,1.0363236860309994,2
615,2021-01-06 10:00:00,Staff,State and Local Affected Facilities,Harford,0,1,-0.3811860615889917,0
616,2021-01-06 10:00:00,Patients,State and Local Affected Facilities,Harford,0,1,-0.3811860615889917,0
617,2021-01-06 10:00:00,Inmates,State and Local Affected Facilities,Harford,0,1,-0.3811860615889917,0
618,2021-01-06 10:00:00,Youth,State and Local Affected Facilities,Harford,0,1,-0.3811860615889917,0
625,2021-01-13 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,208,1,0.5095753508126946,0
626,2021-01-13 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,338,1,1.0663012335637485,2
627,2021-01-13 10:00:00,Staff,State and Local Affected Facilities,Harford,3,1,-0.36833854121781356,0
628,2021-01-13 10:00:00,Patients,State and Local Affected Facilities,Harford,3,1,-0.36833854121781356,0
629,2021-01-13 10:00:00,Inmates,State and Local Affected Facilities,Harford,0,1,-0.3811860615889917,0
630,2021-01-13 10:00:00,Youth,State and Local Affected Facilities,Harford,0,1,-0.3811860615889917,0
631,2021-01-20 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,196,1,0.45818526932798187,0
632,2021-01-20 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,318,1,0.980651097755894,2
633,2021-01-20 10:00:00,Staff,State and Local Affected Facilities,Harford,12,1,-0.3297959801042791,0
634,2021-01-20 10:00:00,Patients,State and Local Affected Facilities,Harford,11,1,-0.3340784868946718,0
635,2021-01-20 10:00:00,Inmates,State and Local Affected Facilities,Harford,0,1,-0.3811860615889917,0
636,2021-01-20 10:00:00,Youth,State and Local Affected Facilities,Harford,0,1,-0.3811860615889917,0
637,2021-01-27 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,241,1,0.6508980748956544,2
638,2021-01-27 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,381,1,1.2504490255506355,2
639,2021-01-27 10:00:00,Staff,State and Local Affected Facilities,Harford,12,1,-0.3297959801042791,0
640,2021-01-27 10:00:00,Patients,State and Local Affected Facilities,Harford,11,1,-0.3340784868946718,0
641,2021-01-27 10:00:00,Inmates,State and Local Affected Facilities,Harford,0,1,-0.3811860615889917,0
642,2021-01-27 10:00:00,Youth,State and Local Affected Facilities,Harford,0,1,-0.3811860615889917,0
643,2021-02-03 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,234,2,0.6209205273629054,2
644,2021-02-03 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,384,2,1.2632965459218137,2
645,2021-02-03 10:00:00,Staff,State and Local Affected Facilities,Harford,14,2,-0.3212309665234936,0
646,2021-02-03 10:00:00,Patients,State and Local Affected Facilities,Harford,13,2,-0.3255134733138863,0
647,2021-02-03 10:00:00,Inmates,State and Local Affected Facilities,Harford,0,2,-0.3811860615889917,0
648,2021-02-03 10:00:00,Youth,State and Local Affected Facilities,Harford,0,2,-0.3811860615889917,0
649,2021-02-10 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,174,2,0.363970119939342,0
650,2021-02-10 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,217,2,0.548117911926229,0
651,2021-02-10 10:00:00,Staff,State and Local Affected Facilities,Harford,14,2,-0.3212309665234936,0
652,2021-02-10 10:00:00,Patients,State and Local Affected Facilities,Harford,13,2,-0.3255134733138863,0
653,2021-02-10 10:00:00,Inmates,State and Local Affected Facilities,Harford,0,2,-0.3811860615889917,0
654,2021-02-10 10:00:00,Youth,State and Local Affected Facilities,Harford,0,2,-0.3811860615889917,0
661,2021-02-17 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,172,2,0.3554051063585565,0
662,2021-02-17 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,203,2,0.48816281686073093,0
663,2021-02-17 10:00:00,Staff,State and Local Affected Facilities,Harford,0,2,-0.3811860615889917,0
664,2021-02-17 10:00:00,Patients,State and Local Affected Facilities,Harford,0,2,-0.3811860615889917,0
665,2021-02-17 10:00:00,Inmates,State and Local Affected Facilities,Harford,0,2,-0.3811860615889917,0
666,2021-02-17 10:00:00,Youth,State and Local Affected Facilities,Harford,0,2,-0.3811860615889917,0
679,2021-02-24 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,83,2,-0.02573799798639577,0
680,2021-02-24 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,84,2,-0.021455491196003047,0
681,2021-02-24 10:00:00,Staff,State and Local Affected Facilities,Harford,0,2,-0.3811860615889917,0
682,2021-02-24 10:00:00,Patients,State and Local Affected Facilities,Harford,0,2,-0.3811860615889917,0
683,2021-02-24 10:00:00,Inmates,State and Local Affected Facilities,Harford,0,2,-0.3811860615889917,0
684,2021-02-24 10:00:00,Youth,State and Local Affected Facilities,Harford,0,2,-0.3811860615889917,0
685,2021-03-03 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,28,3,-0.2612758714579955,0
686,2021-03-03 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,36,3,-0.22701581713485372,0
687,2021-03-03 10:00:00,Staff,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
688,2021-03-03 10:00:00,Patients,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
689,2021-03-03 10:00:00,Inmates,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
690,2021-03-03 10:00:00,Youth,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
697,2021-03-10 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,32,3,-0.2441458442964246,0
698,2021-03-10 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,47,3,-0.17990824244053377,0
699,2021-03-10 10:00:00,Staff,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
700,2021-03-10 10:00:00,Patients,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
701,2021-03-10 10:00:00,Inmates,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
702,2021-03-10 10:00:00,Youth,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
715,2021-03-17 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,36,3,-0.22701581713485372,0
716,2021-03-17 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,68,3,-0.0899755998422866,0
717,2021-03-17 11:00:00,Staff,State and Local Affected Facilities,Harford,14,3,-0.3212309665234936,0
718,2021-03-17 11:00:00,Patients,State and Local Affected Facilities,Harford,19,3,-0.29981843257153,0
719,2021-03-17 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
720,2021-03-17 11:00:00,Youth,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
721,2021-03-24 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,33,3,-0.2398633375060319,0
722,2021-03-24 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,42,3,-0.20132077639249737,0
723,2021-03-24 11:00:00,Staff,State and Local Affected Facilities,Harford,14,3,-0.3212309665234936,0
724,2021-03-24 11:00:00,Patients,State and Local Affected Facilities,Harford,19,3,-0.29981843257153,0
725,2021-03-24 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
726,2021-03-24 11:00:00,Youth,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
727,2021-03-31 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,93,3,0.017087069917531453,0
728,2021-03-31 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,74,3,-0.06428055909993027,0
729,2021-03-31 11:00:00,Staff,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
730,2021-03-31 11:00:00,Patients,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
731,2021-03-31 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
732,2021-03-31 11:00:00,Youth,State and Local Affected Facilities,Harford,0,3,-0.3811860615889917,0
733,2021-04-07 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,97,4,0.034217097079102345,0
734,2021-04-07 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,75,4,-0.05999805230953755,0
735,2021-04-07 11:00:00,Staff,State and Local Affected Facilities,Harford,0,4,-0.3811860615889917,0
736,2021-04-07 11:00:00,Patients,State and Local Affected Facilities,Harford,0,4,-0.3811860615889917,0
737,2021-04-07 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,4,-0.3811860615889917,0
738,2021-04-07 11:00:00,Youth,State and Local Affected Facilities,Harford,0,4,-0.3811860615889917,0
745,2021-04-14 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,177,4,0.3768176403105201,0
746,2021-04-14 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,163,4,0.316862545245022,0
747,2021-04-14 11:00:00,Staff,State and Local Affected Facilities,Harford,14,4,-0.3212309665234936,0
748,2021-04-14 11:00:00,Patients,State and Local Affected Facilities,Harford,30,4,-0.25271085787721004,0
749,2021-04-14 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,4,-0.3811860615889917,0
750,2021-04-14 11:00:00,Youth,State and Local Affected Facilities,Harford,0,4,-0.3811860615889917,0
751,2020-04-21 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,206,4,0.501010337231909,0
752,2020-04-21 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,377,4,1.2333189983890647,2
753,2020-04-21 11:00:00,Staff,State and Local Affected Facilities,Harford,0,4,-0.3811860615889917,0
754,2020-04-21 11:00:00,Patients,State and Local Affected Facilities,Harford,0,4,-0.3811860615889917,0
755,2020-04-21 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,4,-0.3811860615889917,0
756,2020-04-21 11:00:00,Youth,State and Local Affected Facilities,Harford,0,4,-0.3811860615889917,0
763,2021-04-28 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,210,4,0.51814036439348,0
764,2021-04-28 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,377,4,1.2333189983890647,2
765,2021-04-28 11:00:00,Staff,State and Local Affected Facilities,Harford,16,4,-0.31266595294270816,0
766,2021-04-28 11:00:00,Patients,State and Local Affected Facilities,Harford,28,4,-0.2612758714579955,0
767,2021-04-28 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,4,-0.3811860615889917,0
768,2021-04-28 11:00:00,Youth,State and Local Affected Facilities,Harford,0,4,-0.3811860615889917,0
775,2021-05-05 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,120,5,0.13271475325813495,0
776,2021-05-05 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,265,5,0.7536782378650797,2
777,2021-05-05 11:00:00,Staff,State and Local Affected Facilities,Harford,0,5,-0.3811860615889917,0
778,2021-05-05 11:00:00,Patients,State and Local Affected Facilities,Harford,0,5,-0.3811860615889917,0
779,2021-05-05 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,5,-0.3811860615889917,0
780,2021-05-05 11:00:00,Youth,State and Local Affected Facilities,Harford,0,5,-0.3811860615889917,0
781,2021-05-13 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,167,5,0.3339925724065929,0
782,2021-05-13 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,255,5,0.7108531699611526,2
783,2021-05-13 11:00:00,Staff,State and Local Affected Facilities,Harford,0,5,-0.3811860615889917,0
784,2021-05-13 11:00:00,Patients,State and Local Affected Facilities,Harford,0,5,-0.3811860615889917,0
785,2021-05-13 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,5,-0.3811860615889917,0
786,2021-05-13 11:00:00,Youth,State and Local Affected Facilities,Harford,0,5,-0.3811860615889917,0
793,2021-05-19 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,178,5,0.38110014710091283,0
794,2021-05-19 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,279,5,0.8136333329305778,2
795,2021-05-19 11:00:00,Staff,State and Local Affected Facilities,Harford,16,5,-0.31266595294270816,0
796,2021-05-19 11:00:00,Patients,State and Local Affected Facilities,Harford,28,5,-0.2612758714579955,0
797,2021-05-19 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,5,-0.3811860615889917,0
798,2021-05-19 11:00:00,Youth,State and Local Affected Facilities,Harford,0,5,-0.3811860615889917,0
799,2021-05-26 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,134,5,0.19266984832363307,0
800,2021-05-26 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,173,5,0.35968761314894926,0
801,2021-05-26 11:00:00,Staff,State and Local Affected Facilities,Harford,16,5,-0.31266595294270816,0
802,2021-05-26 11:00:00,Patients,State and Local Affected Facilities,Harford,28,5,-0.2612758714579955,0
803,2021-05-26 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,5,-0.3811860615889917,0
804,2021-05-26 11:00:00,Youth,State and Local Affected Facilities,Harford,0,5,-0.3811860615889917,0
805,2021-06-02 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,18,6,-0.30410093936192273,0
806,2021-06-02 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,26,6,-0.26984088503878095,0
807,2021-06-02 11:00:00,Staff,State and Local Affected Facilities,Harford,16,6,-0.31266595294270816,0
808,2021-06-02 11:00:00,Patients,State and Local Affected Facilities,Harford,40,6,-0.20988578997328283,0
809,2021-06-02 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
810,2021-06-02 11:00:00,Youth,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
817,2021-06-09 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,4,6,-0.36405603442742085,0
818,2021-06-09 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,2,6,-0.3726210480082063,0
819,2021-06-09 11:00:00,Staff,State and Local Affected Facilities,Harford,16,6,-0.31266595294270816,0
820,2021-06-09 11:00:00,Patients,State and Local Affected Facilities,Harford,43,6,-0.19703826960210466,0
821,2021-06-09 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
822,2021-06-09 11:00:00,Youth,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
829,2021-06-16 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,0,6,-0.3811860615889917,0
830,2021-06-16 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,0,6,-0.3811860615889917,0
831,2021-06-16 11:00:00,Staff,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
832,2021-06-16 11:00:00,Patients,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
833,2021-06-16 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
834,2021-06-16 11:00:00,Youth,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
841,2021-06-23 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,0,6,-0.3811860615889917,0
842,2021-06-23 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,0,6,-0.3811860615889917,0
843,2021-06-23 11:00:00,Staff,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
844,2021-06-23 11:00:00,Patients,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
845,2021-06-23 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
846,2021-06-23 11:00:00,Youth,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
853,2021-06-30 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,62,6,-0.11567064058464294,0
854,2021-06-30 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,44,6,-0.19275576281171194,0
855,2021-06-30 11:00:00,Staff,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
856,2021-06-30 11:00:00,Patients,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
857,2021-06-30 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
858,2021-06-30 11:00:00,Youth,State and Local Affected Facilities,Harford,0,6,-0.3811860615889917,0
865,2021-07-07 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,108,7,0.08132467177342229,0
866,2021-07-07 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,150,7,0.26118995696991665,0
867,2021-07-07 11:00:00,Staff,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
868,2021-07-07 11:00:00,Patients,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
869,2021-07-07 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
870,2021-07-07 11:00:00,Youth,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
871,2021-07-14 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,108,7,0.08132467177342229,0
872,2021-07-14 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,150,7,0.26118995696991665,0
873,2021-07-14 11:00:00,Staff,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
874,2021-07-14 11:00:00,Patients,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
875,2021-07-14 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
876,2021-07-14 11:00:00,Youth,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
877,2021-07-21 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,46,7,-0.1841907492309265,0
878,2021-07-21 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,105,7,0.06847715140224411,0
879,2021-07-21 11:00:00,Staff,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
880,2021-07-21 11:00:00,Patients,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
881,2021-07-21 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
882,2021-07-21 11:00:00,Youth,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
883,2021-07-28 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,115,7,0.11130221930617135,0
884,2021-07-28 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,192,7,0.44105524216641095,0
885,2021-07-28 11:00:00,Staff,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
886,2021-07-28 11:00:00,Patients,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
887,2021-07-28 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
888,2021-07-28 11:00:00,Youth,State and Local Affected Facilities,Harford,0,7,-0.3811860615889917,0
889,2021-08-04 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,69,8,-0.08569309305189388,0
890,2021-08-04 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,88,8,-0.00432546403443216,0
891,2021-08-04 11:00:00,Staff,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
892,2021-08-04 11:00:00,Patients,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
893,2021-08-04 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
894,2021-08-04 11:00:00,Youth,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
901,2021-08-11 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,121,8,0.13699726004852766,0
902,2021-08-11 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,122,8,0.1412797668389204,0
903,2021-08-11 11:00:00,Staff,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
904,2021-08-11 11:00:00,Patients,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
905,2021-08-11 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
906,2021-08-11 11:00:00,Youth,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
907,2021-08-18 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,52,8,-0.15849570848857017,0
908,2021-08-18 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,34,8,-0.23558083071563915,0
909,2021-08-18 11:00:00,Staff,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
910,2021-08-18 11:00:00,Patients,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
911,2021-08-18 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
912,2021-08-18 11:00:00,Youth,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
925,2021-08-25 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,108,8,0.08132467177342229,0
926,2021-08-25 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,93,8,0.017087069917531453,0
927,2021-08-25 11:00:00,Staff,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
928,2021-08-25 11:00:00,Patients,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
929,2021-08-25 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
930,2021-08-25 11:00:00,Youth,State and Local Affected Facilities,Harford,0,8,-0.3811860615889917,0
931,2021-09-01 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,195,9,0.4539027625375891,0
932,2021-09-01 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,273,9,0.7879382921882215,2
933,2021-09-01 11:00:00,Staff,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
934,2021-09-01 11:00:00,Patients,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
935,2021-09-01 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
936,2021-09-01 11:00:00,Youth,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
937,2021-09-08 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,138,9,0.20979987548520396,0
938,2021-09-08 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,200,9,0.47531529648955273,0
939,2021-09-08 11:00:00,Staff,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
940,2021-09-08 11:00:00,Patients,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
941,2021-09-08 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
942,2021-09-08 11:00:00,Youth,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
943,2021-09-15 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,258,9,0.7237006903323306,2
944,2021-09-15 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,394,9,1.306121613825741,2
945,2021-09-15 11:00:00,Staff,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
946,2021-09-15 11:00:00,Patients,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
947,2021-09-15 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
948,2021-09-15 11:00:00,Youth,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
949,2021-09-22 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,169,9,0.34255758598737834,0
950,2021-09-22 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,312,9,0.9549560570135377,2
951,2021-09-22 11:00:00,Staff,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
952,2021-09-22 11:00:00,Patients,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
953,2021-09-22 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
954,2021-09-22 11:00:00,Youth,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
955,2021-09-29 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,179,9,0.38538265389130555,0
956,2021-09-29 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,318,9,0.980651097755894,2
957,2021-09-29 11:00:00,Staff,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
958,2021-09-29 11:00:00,Patients,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
959,2021-09-29 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
960,2021-09-29 11:00:00,Youth,State and Local Affected Facilities,Harford,0,9,-0.3811860615889917,0
967,2021-10-06 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,59,10,-0.1285181609558211,0
968,2021-10-06 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,114,10,0.10701971251577862,0
969,2021-10-06 11:00:00,Staff,State and Local Affected Facilities,Harford,0,10,-0.3811860615889917,0
970,2021-10-06 11:00:00,Patients,State and Local Affected Facilities,Harford,0,10,-0.3811860615889917,0
971,2021-10-06 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,10,-0.3811860615889917,0
972,2021-10-06 11:00:00,Youth,State and Local Affected Facilities,Harford,0,10,-0.3811860615889917,0
973,2021-10-13 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,127,10,0.162692300790884,0
974,2021-10-13 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Harford,160,10,0.30401502487384385,0
975,2021-10-13 11:00:00,Staff,State and Local Affected Facilities,Harford,0,10,-0.3811860615889917,0
976,2021-10-13 11:00:00,Patients,State and Local Affected Facilities,Harford,0,10,-0.3811860615889917,0
977,2021-10-13 11:00:00,Inmates,State and Local Affected Facilities,Harford,0,10,-0.3811860615889917,0
