OBJECTID,DATE,Group,Facility,County,Cases,Month,Cases_Normalized,Risk_Level
239,2020-08-19 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,196,8,0.45818526932798187,0
240,2020-08-19 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,8,-0.3811860615889917,0
247,2020-08-26 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,663,8,2.458115940441383,2
248,2020-08-26 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,990,8,3.8584956608998033,1
249,2020-08-26 10:00:00,Staff,State and Local Affected Facilities,Baltimore,49,8,-0.17134322885974834,0
250,2020-08-26 10:00:00,Patients,State and Local Affected Facilities,Baltimore,55,8,-0.145648188117392,0
251,2020-08-26 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,204,8,0.49244532365112365,0
252,2020-08-26 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,8,-0.3811860615889917,0
253,2020-09-02 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,542,9,1.939932618803864,2
254,2020-09-02 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,798,9,3.0362543571444003,2
255,2020-09-02 10:00:00,Staff,State and Local Affected Facilities,Baltimore,52,9,-0.15849570848857017,0
256,2020-09-02 10:00:00,Patients,State and Local Affected Facilities,Baltimore,57,9,-0.13708317453660654,0
257,2020-09-02 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,207,9,0.5052928440223018,0
258,2020-09-02 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,9,-0.3811860615889917,0
271,200-09-09 09:03:58,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,633,9,2.3296407367296013,2
272,200-09-09 09:03:58,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,870,9,3.3445948460526767,2
273,200-09-09 09:03:58,Staff,State and Local Affected Facilities,Baltimore,53,9,-0.15421320169817743,0
274,200-09-09 09:03:58,Patients,State and Local Affected Facilities,Baltimore,60,9,-0.12423565416542838,0
275,200-09-09 09:03:58,Inmates,State and Local Affected Facilities,Baltimore,218,9,0.5524004187166218,0
276,200-09-09 09:03:58,Youth,State and Local Affected Facilities,Baltimore,0,9,-0.3811860615889917,0
295,2020-09-16 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,600,9,2.1883180126466417,2
296,2020-09-16 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,762,9,2.8820841126902623,2
297,2020-09-16 10:00:00,Staff,State and Local Affected Facilities,Baltimore,57,9,-0.13708317453660654,0
298,2020-09-16 10:00:00,Patients,State and Local Affected Facilities,Baltimore,62,9,-0.11567064058464294,0
299,2020-09-16 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,226,9,0.5866604730397635,0
300,2020-09-16 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,9,-0.3811860615889917,0
319,2020-09-23 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,402,9,1.3403816681488827,2
320,2020-09-23 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,582,9,2.1112328904195725,2
321,2020-09-23 10:00:00,Staff,State and Local Affected Facilities,Baltimore,58,9,-0.13280066774621382,0
322,2020-09-23 10:00:00,Patients,State and Local Affected Facilities,Baltimore,62,9,-0.11567064058464294,0
323,2020-09-23 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,243,9,0.6594630884764399,2
324,2020-09-23 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,9,-0.3811860615889917,0
325,2020-09-30 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,191,9,0.43677273537601824,0
326,2020-09-30 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,287,9,0.8478933872537197,2
327,2020-09-30 10:00:00,Staff,State and Local Affected Facilities,Baltimore,36,9,-0.22701581713485372,0
328,2020-09-30 10:00:00,Patients,State and Local Affected Facilities,Baltimore,45,9,-0.18847325602131923,0
329,2020-09-30 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,247,9,0.6765931156380107,2
330,2020-09-30 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,9,-0.3811860615889917,0
331,2020-10-07 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,266,10,0.7579607446554725,2
332,2020-10-07 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,451,10,1.5502245008781261,2
333,2020-10-07 10:00:00,Staff,State and Local Affected Facilities,Baltimore,283,10,0.8307633600921488,2
334,2020-10-07 10:00:00,Patients,State and Local Affected Facilities,Baltimore,0,10,-0.3811860615889917,0
335,2020-10-07 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,250,10,0.6894406360091889,2
336,2020-10-07 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,10,-0.3811860615889917,0
337,2020-10-14 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,492,10,1.7258072792842276,2
338,2020-10-14 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,718,10,2.6936538139129826,2
339,2020-10-14 10:00:00,Staff,State and Local Affected Facilities,Baltimore,284,10,0.8350458668825415,2
340,2020-10-14 10:00:00,Patients,State and Local Affected Facilities,Baltimore,0,10,-0.3811860615889917,0
341,2020-10-14 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,252,10,0.6980056495899744,2
342,2020-10-14 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,10,-0.3811860615889917,0
361,2020-10-21 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,623,10,2.286815668825674,2
362,2020-10-21 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,894,10,3.447375009022102,1
363,2020-10-21 10:00:00,Staff,State and Local Affected Facilities,Baltimore,67,10,-0.09425810663267933,0
364,2020-10-21 10:00:00,Patients,State and Local Affected Facilities,Baltimore,63,10,-0.11138813379425022,0
365,2020-10-21 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,254,10,0.7065706631707598,2
366,2020-10-21 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,10,-0.3811860615889917,0
415,2020-10-28 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,490,10,1.7172422657034423,2
416,2020-10-28 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,688,10,2.565178610201201,2
417,2020-10-28 10:00:00,Staff,State and Local Affected Facilities,Baltimore,44,10,-0.19275576281171194,0
418,2020-10-28 10:00:00,Patients,State and Local Affected Facilities,Baltimore,46,10,-0.1841907492309265,0
419,2020-10-28 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,260,10,0.7322657039131162,2
420,2020-10-28 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,10,-0.3811860615889917,0
439,2020-11-04 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,815,11,3.109056972581077,2
440,2020-11-04 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1098,11,4.321006394262217,1
441,2020-11-04 10:00:00,Staff,State and Local Affected Facilities,Baltimore,44,11,-0.19275576281171194,0
442,2020-11-04 10:00:00,Patients,State and Local Affected Facilities,Baltimore,46,11,-0.1841907492309265,0
443,2020-11-04 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,261,11,0.7365482107035088,2
444,2020-11-04 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,11,-0.3811860615889917,0
469,2020-11-11 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,807,11,3.074796918257935,2
470,2020-11-11 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1172,11,4.637911896751279,1
471,2020-11-11 10:00:00,Staff,State and Local Affected Facilities,Baltimore,75,11,-0.05999805230953755,0
472,2020-11-11 10:00:00,Patients,State and Local Affected Facilities,Baltimore,63,11,-0.11138813379425022,0
473,2020-11-11 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,267,11,0.7622432514458652,2
474,2020-11-11 10:00:00,Youth,State and Local Affected Facilities,Baltimore,9,11,-0.3426435004754572,0
493,2020-11-18 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1143,11,4.5137191998298904,1
494,2020-11-18 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1688,11,6.847685400593924,1
495,2020-11-18 10:00:00,Staff,State and Local Affected Facilities,Baltimore,92,11,0.01280456312713873,0
496,2020-11-18 10:00:00,Patients,State and Local Affected Facilities,Baltimore,88,11,-0.00432546403443216,0
497,2020-11-18 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,284,11,0.8350458668825415,2
498,2020-11-18 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,11,-0.3811860615889917,0
505,2020-11-25 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1418,11,5.691408567187889,1
506,2020-11-25 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1921,11,7.845509482755428,1
507,2020-11-25 10:00:00,Staff,State and Local Affected Facilities,Baltimore,105,11,0.06847715140224411,0
508,2020-11-25 10:00:00,Patients,State and Local Affected Facilities,Baltimore,94,11,0.021369576707924175,0
509,2020-11-25 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,338,11,1.0663012335637485,2
510,2020-11-25 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,11,-0.3811860615889917,0
517,2020-12-02 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1529,12,6.166766820921481,1
518,2020-12-02 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2008,12,8.218087573519595,1
519,2020-12-02 10:00:00,Staff,State and Local Affected Facilities,Baltimore,132,12,0.1841048347428476,0
520,2020-12-02 10:00:00,Patients,State and Local Affected Facilities,Baltimore,110,12,0.08988968535420773,0
521,2020-12-02 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,359,12,1.1562338761619957,2
522,2020-12-02 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,12,-0.3811860615889917,0
529,2020-12-09 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1678,12,6.804860332689997,1
530,2020-12-09 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2224,12,9.143109040244422,1
531,2020-12-09 10:00:00,Staff,State and Local Affected Facilities,Baltimore,139,12,0.21408238227559667,0
532,2020-12-09 10:00:00,Patients,State and Local Affected Facilities,Baltimore,121,12,0.13699726004852766,0
533,2020-12-09 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,45,12,-0.18847325602131923,0
534,2020-12-09 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,12,-0.3811860615889917,0
559,2020-12-16 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1888,12,7.704186758672468,1
560,2020-12-16 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2407,12,9.92680778288629,1
561,2020-12-16 10:00:00,Staff,State and Local Affected Facilities,Baltimore,111,12,0.09417219214460046,0
562,2020-12-16 10:00:00,Patients,State and Local Affected Facilities,Baltimore,111,12,0.09417219214460046,0
563,2020-12-16 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,412,12,1.38320673605281,2
564,2020-12-16 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,12,-0.3811860615889917,0
589,2020-12-23 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2010,12,8.22665258710038,1
590,2020-12-23 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2516,12,10.393601023039096,1
591,2020-12-23 10:00:00,Staff,State and Local Affected Facilities,Baltimore,185,12,0.4110776946336619,0
592,2020-12-23 10:00:00,Patients,State and Local Affected Facilities,Baltimore,163,12,0.316862545245022,0
593,2020-12-23 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,449,12,1.5416594872973406,2
594,2020-12-23 10:00:00,Youth,State and Local Affected Facilities,Baltimore,10,12,-0.3383609936850645,0
607,2020-12-30 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2038,12,8.346562777231377,1
608,2020-12-30 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2496,12,10.307950887231243,1
609,2020-12-30 10:00:00,Staff,State and Local Affected Facilities,Baltimore,196,12,0.45818526932798187,0
610,2020-12-30 10:00:00,Patients,State and Local Affected Facilities,Baltimore,180,12,0.38966516068169826,0
611,2020-12-30 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,486,12,1.7001122385418714,2
612,2020-12-30 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,12,-0.3811860615889917,0
613,2021-01-06 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2114,1,8.672033293301224,1
614,2021-01-06 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2614,1,10.813286688497584,1
615,2021-01-06 10:00:00,Staff,State and Local Affected Facilities,Baltimore,204,1,0.49244532365112365,0
616,2021-01-06 10:00:00,Patients,State and Local Affected Facilities,Baltimore,185,1,0.4110776946336619,0
617,2021-01-06 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,575,1,2.0812553428868235,2
618,2021-01-06 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,1,-0.3811860615889917,0
625,2021-01-13 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2238,1,9.203064135309921,1
626,2021-01-13 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2665,1,11.031694534807613,1
627,2021-01-13 10:00:00,Staff,State and Local Affected Facilities,Baltimore,211,1,0.5224228711838727,0
628,2021-01-13 10:00:00,Patients,State and Local Affected Facilities,Baltimore,193,1,0.44533774895680367,0
629,2021-01-13 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,587,1,2.1326454243715363,2
630,2021-01-13 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,1,-0.3811860615889917,0
631,2021-01-20 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2258,1,9.288714271117774,1
632,2021-01-20 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2590,1,10.710506525528158,1
633,2021-01-20 10:00:00,Staff,State and Local Affected Facilities,Baltimore,138,1,0.20979987548520396,0
634,2021-01-20 10:00:00,Patients,State and Local Affected Facilities,Baltimore,119,1,0.12843224646774223,0
635,2021-01-20 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,669,1,2.483810981183739,2
636,2021-01-20 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,1,-0.3811860615889917,0
637,2021-01-27 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2129,1,8.736270895157114,1
638,2021-01-27 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2449,1,10.106673068082785,1
639,2021-01-27 10:00:00,Staff,State and Local Affected Facilities,Baltimore,141,1,0.22264739585638213,0
640,2021-01-27 10:00:00,Patients,State and Local Affected Facilities,Baltimore,119,1,0.12843224646774223,0
641,2021-01-27 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,710,1,2.659393759589841,2
642,2021-01-27 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,1,-0.3811860615889917,0
643,2021-02-03 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2047,2,8.38510533834491,1
644,2021-02-03 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2303,2,9.481427076685447,1
645,2021-02-03 10:00:00,Staff,State and Local Affected Facilities,Baltimore,217,2,0.548117911926229,0
646,2021-02-03 10:00:00,Patients,State and Local Affected Facilities,Baltimore,195,2,0.4539027625375891,0
647,2021-02-03 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,787,2,2.9891467824500806,2
648,2021-02-03 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,2,-0.3811860615889917,0
649,2021-02-10 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1881,2,7.674209211139719,1
650,2021-02-10 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,2180,2,8.954678741467141,1
651,2021-02-10 10:00:00,Staff,State and Local Affected Facilities,Baltimore,224,2,0.5780954594589781,0
652,2021-02-10 10:00:00,Patients,State and Local Affected Facilities,Baltimore,197,2,0.4624677761183746,0
653,2021-02-10 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,806,2,3.0705144114675424,2
654,2021-02-10 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,2,-0.3811860615889917,0
661,2021-02-17 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1642,2,6.650690088235859,1
662,2021-02-17 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1874,2,7.64423166360697,1
663,2021-02-17 10:00:00,Staff,State and Local Affected Facilities,Baltimore,226,2,0.5866604730397635,0
664,2021-02-17 10:00:00,Patients,State and Local Affected Facilities,Baltimore,197,2,0.4624677761183746,0
665,2021-02-17 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,831,2,3.1775770812273603,2
666,2021-02-17 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,2,-0.3811860615889917,0
679,2021-02-24 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1493,2,6.012596576467343,1
680,2021-02-24 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1650,2,6.684950142559001,1
681,2021-02-24 10:00:00,Staff,State and Local Affected Facilities,Baltimore,228,2,0.595225486620549,0
682,2021-02-24 10:00:00,Patients,State and Local Affected Facilities,Baltimore,197,2,0.4624677761183746,0
683,2021-02-24 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,556,2,1.999887713869362,2
684,2021-02-24 10:00:00,Youth,State and Local Affected Facilities,Baltimore,0,2,-0.3811860615889917,0
685,2021-03-03 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1239,3,4.924839851707591,1
686,2021-03-03 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1315,3,5.2503103677774385,1
687,2021-03-03 10:00:00,Staff,State and Local Affected Facilities,Baltimore,151,3,0.26547246376030936,0
688,2021-03-03 10:00:00,Patients,State and Local Affected Facilities,Baltimore,0,3,-0.3811860615889917,0
689,2021-03-03 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,645,3,2.381030818214314,2
690,2021-03-03 10:00:00,Youth,State and Local Affected Facilities,Baltimore,12,3,-0.3297959801042791,0
697,2021-03-10 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1203,3,4.770669607253454,1
698,2021-03-10 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1241,3,4.933404865288377,1
699,2021-03-10 10:00:00,Staff,State and Local Affected Facilities,Baltimore,231,3,0.6080730069917272,2
700,2021-03-10 10:00:00,Patients,State and Local Affected Facilities,Baltimore,0,3,-0.3811860615889917,0
701,2021-03-10 10:00:00,Inmates,State and Local Affected Facilities,Baltimore,753,3,2.843541551576728,2
702,2021-03-10 10:00:00,Youth,State and Local Affected Facilities,Baltimore,15,3,-0.3169484597331009,0
715,2021-03-17 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1078,3,4.235356258454363,1
716,2021-03-17 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1151,3,4.547979254153032,1
717,2021-03-17 11:00:00,Staff,State and Local Affected Facilities,Baltimore,232,3,0.6123555137821199,2
718,2021-03-17 11:00:00,Patients,State and Local Affected Facilities,Baltimore,198,3,0.4667502829087673,0
719,2021-03-17 11:00:00,Inmates,State and Local Affected Facilities,Baltimore,584,3,2.1197979040003583,2
720,2021-03-17 11:00:00,Youth,State and Local Affected Facilities,Baltimore,16,3,-0.31266595294270816,0
721,2021-03-24 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1012,3,3.952710810288443,1
722,2021-03-24 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1128,3,4.449481597974,1
723,2021-03-24 11:00:00,Staff,State and Local Affected Facilities,Baltimore,81,3,-0.03430301156718121,0
724,2021-03-24 11:00:00,Patients,State and Local Affected Facilities,Baltimore,78,3,-0.04715053193835938,0
725,2021-03-24 11:00:00,Inmates,State and Local Affected Facilities,Baltimore,810,3,3.087644438629113,2
726,2021-03-24 11:00:00,Youth,State and Local Affected Facilities,Baltimore,18,3,-0.30410093936192273,0
727,2021-03-31 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1223,3,4.856319743061308,1
728,2021-03-31 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1321,3,5.2760054085197945,1
729,2021-03-31 11:00:00,Staff,State and Local Affected Facilities,Baltimore,236,3,0.6294855409436908,2
730,2021-03-31 11:00:00,Patients,State and Local Affected Facilities,Baltimore,199,3,0.47103278969916,0
731,2021-03-31 11:00:00,Inmates,State and Local Affected Facilities,Baltimore,776,3,2.9420392077557604,2
732,2021-03-31 11:00:00,Youth,State and Local Affected Facilities,Baltimore,0,3,-0.3811860615889917,0
733,2021-04-07 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1735,4,7.048963219742382,1
734,2021-04-07 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1756,4,7.138895862340629,1
735,2021-04-07 11:00:00,Staff,State and Local Affected Facilities,Baltimore,235,4,0.625203034153298,2
736,2021-04-07 11:00:00,Patients,State and Local Affected Facilities,Baltimore,199,4,0.47103278969916,0
737,2021-04-07 11:00:00,Inmates,State and Local Affected Facilities,Baltimore,794,4,3.0191243299828296,2
738,2021-04-07 11:00:00,Youth,State and Local Affected Facilities,Baltimore,0,4,-0.3811860615889917,0
745,2021-04-14 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1536,4,6.19674436845423,1
746,2021-04-14 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1520,4,6.128224259807946,1
747,2021-04-14 11:00:00,Staff,State and Local Affected Facilities,Baltimore,241,4,0.6508980748956544,2
748,2021-04-14 11:00:00,Patients,State and Local Affected Facilities,Baltimore,199,4,0.47103278969916,0
749,2021-04-14 11:00:00,Inmates,State and Local Affected Facilities,Baltimore,582,4,2.1112328904195725,2
750,2021-04-14 11:00:00,Youth,State and Local Affected Facilities,Baltimore,0,4,-0.3811860615889917,0
751,2020-04-21 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1656,4,6.710645183301357,1
752,2020-04-21 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1767,4,7.186003437034949,1
753,2020-04-21 11:00:00,Staff,State and Local Affected Facilities,Baltimore,243,4,0.6594630884764399,2
754,2020-04-21 11:00:00,Patients,State and Local Affected Facilities,Baltimore,202,4,0.48388031007033816,0
755,2020-04-21 11:00:00,Inmates,State and Local Affected Facilities,Baltimore,1001,4,3.905603235594123,1
756,2020-04-21 11:00:00,Youth,State and Local Affected Facilities,Baltimore,0,4,-0.3811860615889917,0
763,2021-04-28 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1634,4,6.6164300339127164,1
764,2021-04-28 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1845,4,7.520038966685581,1
765,2021-04-28 11:00:00,Staff,State and Local Affected Facilities,Baltimore,244,4,0.6637455952668326,2
766,2021-04-28 11:00:00,Patients,State and Local Affected Facilities,Baltimore,202,4,0.48388031007033816,0
767,2021-04-28 11:00:00,Inmates,State and Local Affected Facilities,Baltimore,711,4,2.6636762663802336,2
768,2021-04-28 11:00:00,Youth,State and Local Affected Facilities,Baltimore,0,4,-0.3811860615889917,0
775,2021-05-05 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1484,5,5.974054015353809,1
776,2021-05-05 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1610,5,6.513649870943292,1
777,2021-05-05 11:00:00,Staff,State and Local Affected Facilities,Baltimore,246,5,0.6723106088476181,2
778,2021-05-05 11:00:00,Patients,State and Local Affected Facilities,Baltimore,202,5,0.48388031007033816,0
779,2021-05-05 11:00:00,Inmates,State and Local Affected Facilities,Baltimore,476,5,1.6572871706379442,2
780,2021-05-05 11:00:00,Youth,State and Local Affected Facilities,Baltimore,0,5,-0.3811860615889917,0
781,2021-05-13 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1451,5,5.832731291270848,1
782,2021-05-13 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,1496,5,6.0254440968385214,1
783,2021-05-13 11:00:00,Staff,State and Local Affected Facilities,Baltimore,91,5,0.008522056336746008,0
784,2021-05-13 11:00:00,Patients,State and Local Affected Facilities,Baltimore,83,5,-0.02573799798639577,0
785,2021-05-13 11:00:00,Inmates,State and Local Affected Facilities,Baltimore,589,5,2.1412104379523216,2
786,2021-05-13 11:00:00,Youth,State and Local Affected Facilities,Baltimore,0,5,-0.3811860615889917,0
793,2021-05-19 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,907,5,3.5030475972972073,1
794,2021-05-19 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,963,5,3.7428679775591998,1
795,2021-05-19 11:00:00,Staff,State and Local Affected Facilities,Baltimore,91,5,0.008522056336746008,0
796,2021-05-19 11:00:00,Patients,State and Local Affected Facilities,Baltimore,84,5,-0.021455491196003047,0
797,2021-05-19 11:00:00,Inmates,State and Local Affected Facilities,Baltimore,255,5,0.7108531699611526,2
798,2021-05-19 11:00:00,Youth,State and Local Affected Facilities,Baltimore,0,5,-0.3811860615889917,0
799,2021-05-26 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,349,5,1.1134088082580684,2
800,2021-05-26 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,376,5,1.229036491598672,2
801,2021-05-26 11:00:00,Staff,State and Local Affected Facilities,Baltimore,92,5,0.01280456312713873,0
802,2021-05-26 11:00:00,Patients,State and Local Affected Facilities,Baltimore,85,5,-0.017172984405610325,0
803,2021-05-26 11:00:00,Inmates,State and Local Affected Facilities,Baltimore,489,5,1.7129597589130496,2
804,2021-05-26 11:00:00,Youth,State and Local Affected Facilities,Baltimore,0,5,-0.3811860615889917,0
805,2021-06-02 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,376,6,1.229036491598672,2
806,2021-06-02 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore,357,6,1.1476688625812101,2
