OBJECTID,DATE,Month,County,Group,Facility,Cases,Cases_Normalized,Risk_Level
418,2020-10-28 10:00:00,10,Carroll,Patients,State and Local Affected Facilities,7,-0.35120851405624265,0
419,2020-10-28 10:00:00,10,Carroll,Inmates,State and Local Affected Facilities,60,-0.12423565416542838,0
420,2020-10-28 10:00:00,10,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
439,2020-11-04 10:00:00,11,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",50,-0.1670607220693556,0
440,2020-11-04 10:00:00,11,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",72,-0.07284557268071572,0
441,2020-11-04 10:00:00,11,Carroll,Staff,State and Local Affected Facilities,47,-0.17990824244053377,0
442,2020-11-04 10:00:00,11,Carroll,Patients,State and Local Affected Facilities,7,-0.35120851405624265,0
443,2020-11-04 10:00:00,11,Carroll,Inmates,State and Local Affected Facilities,60,-0.12423565416542838,0
444,2020-11-04 10:00:00,11,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
469,2020-11-11 10:00:00,11,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",26,-0.26984088503878095,0
470,2020-11-11 10:00:00,11,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",56,-0.14136568132699928,0
471,2020-11-11 10:00:00,11,Carroll,Staff,State and Local Affected Facilities,48,-0.17562573565014106,0
472,2020-11-11 10:00:00,11,Carroll,Patients,State and Local Affected Facilities,7,-0.35120851405624265,0
473,2020-11-11 10:00:00,11,Carroll,Inmates,State and Local Affected Facilities,60,-0.12423565416542838,0
474,2020-11-11 10:00:00,11,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
493,2020-11-18 10:00:00,11,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",83,-0.02573799798639577,0
494,2020-11-18 10:00:00,11,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",122,0.1412797668389204,0
495,2020-11-18 10:00:00,11,Carroll,Staff,State and Local Affected Facilities,50,-0.1670607220693556,0
496,2020-11-18 10:00:00,11,Carroll,Patients,State and Local Affected Facilities,7,-0.35120851405624265,0
497,2020-11-18 10:00:00,11,Carroll,Inmates,State and Local Affected Facilities,60,-0.12423565416542838,0
498,2020-11-18 10:00:00,11,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
505,2020-11-25 10:00:00,11,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",95,0.025652083498316897,0
506,2020-11-25 10:00:00,11,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",177,0.3768176403105201,0
507,2020-11-25 10:00:00,11,Carroll,Staff,State and Local Affected Facilities,57,-0.13708317453660654,0
508,2020-11-25 10:00:00,11,Carroll,Patients,State and Local Affected Facilities,7,-0.35120851405624265,0
509,2020-11-25 10:00:00,11,Carroll,Inmates,State and Local Affected Facilities,60,-0.12423565416542838,0
510,2020-11-25 10:00:00,11,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
517,2020-12-02 10:00:00,12,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",136,0.2012348619044185,0
518,2020-12-02 10:00:00,12,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",235,0.625203034153298,2
519,2020-12-02 10:00:00,12,Carroll,Staff,State and Local Affected Facilities,63,-0.11138813379425022,0
520,2020-12-02 10:00:00,12,Carroll,Patients,State and Local Affected Facilities,11,-0.3340784868946718,0
521,2020-12-02 10:00:00,12,Carroll,Inmates,State and Local Affected Facilities,60,-0.12423565416542838,0
522,2020-12-02 10:00:00,12,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
529,2020-12-09 10:00:00,12,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",214,0.5352703915550509,0
530,2020-12-09 10:00:00,12,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",354,1.134821342210032,2
531,2020-12-09 10:00:00,12,Carroll,Staff,State and Local Affected Facilities,44,-0.19275576281171194,0
532,2020-12-09 10:00:00,12,Carroll,Patients,State and Local Affected Facilities,30,-0.25271085787721004,0
533,2020-12-09 10:00:00,12,Carroll,Inmates,State and Local Affected Facilities,9,-0.3426435004754572,0
534,2020-12-09 10:00:00,12,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
559,2020-12-16 10:00:00,12,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",252,0.6980056495899744,2
560,2020-12-16 10:00:00,12,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",473,1.644439650266766,2
561,2020-12-16 10:00:00,12,Carroll,Staff,State and Local Affected Facilities,76,-0.05571554551914483,0
562,2020-12-16 10:00:00,12,Carroll,Patients,State and Local Affected Facilities,47,-0.17990824244053377,0
563,2020-12-16 10:00:00,12,Carroll,Inmates,State and Local Affected Facilities,101,0.05134712424067323,0
564,2020-12-16 10:00:00,12,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
589,2020-12-23 10:00:00,12,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",259,0.7279831971227234,2
590,2020-12-23 10:00:00,12,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",518,1.8371524558344385,2
591,2020-12-23 10:00:00,12,Carroll,Staff,State and Local Affected Facilities,87,-0.008607970824824882,0
592,2020-12-23 10:00:00,12,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
593,2020-12-23 10:00:00,12,Carroll,Inmates,State and Local Affected Facilities,113,0.1027372057253859,0
594,2020-12-23 10:00:00,12,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
607,2020-12-30 10:00:00,12,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",280,0.8179158397209706,2
608,2020-12-30 10:00:00,12,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",542,1.939932618803864,2
609,2020-12-30 10:00:00,12,Carroll,Staff,State and Local Affected Facilities,90,0.004239549546353285,0
610,2020-12-30 10:00:00,12,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
611,2020-12-30 10:00:00,12,Carroll,Inmates,State and Local Affected Facilities,113,0.1027372057253859,0
612,2020-12-30 10:00:00,12,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
613,2021-01-06 10:00:00,1,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",299,0.8992834687384323,2
614,2021-01-06 10:00:00,1,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",563,2.029865261402111,2
615,2021-01-06 10:00:00,1,Carroll,Staff,State and Local Affected Facilities,97,0.034217097079102345,0
616,2021-01-06 10:00:00,1,Carroll,Patients,State and Local Affected Facilities,63,-0.11138813379425022,0
617,2021-01-06 10:00:00,1,Carroll,Inmates,State and Local Affected Facilities,113,0.1027372057253859,0
618,2021-01-06 10:00:00,1,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
625,2021-01-13 10:00:00,1,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",338,1.0663012335637485,2
626,2021-01-13 10:00:00,1,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",574,2.076972836096431,2
627,2021-01-13 10:00:00,1,Carroll,Staff,State and Local Affected Facilities,111,0.09417219214460046,0
628,2021-01-13 10:00:00,1,Carroll,Patients,State and Local Affected Facilities,71,-0.07712807947110843,0
629,2021-01-13 10:00:00,1,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
630,2021-01-13 10:00:00,1,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
631,2021-01-20 10:00:00,1,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",326,1.0149111520790357,2
632,2021-01-20 10:00:00,1,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",483,1.6872647181706932,2
633,2021-01-20 10:00:00,1,Carroll,Staff,State and Local Affected Facilities,112,0.09845469893499317,0
634,2021-01-20 10:00:00,1,Carroll,Patients,State and Local Affected Facilities,72,-0.07284557268071572,0
635,2021-01-20 10:00:00,1,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
636,2021-01-20 10:00:00,1,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
637,2021-01-27 10:00:00,1,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",346,1.1005612878868902,2
638,2021-01-27 10:00:00,1,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",501,1.7643498403977622,2
639,2021-01-27 10:00:00,1,Carroll,Staff,State and Local Affected Facilities,115,0.11130221930617135,0
640,2021-01-27 10:00:00,1,Carroll,Patients,State and Local Affected Facilities,73,-0.06856306589032299,0
641,2021-01-27 10:00:00,1,Carroll,Inmates,State and Local Affected Facilities,123,0.14556227362931312,0
642,2021-01-27 10:00:00,1,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
643,2021-02-03 10:00:00,2,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",248,0.6808756224284035,2
644,2021-02-03 10:00:00,2,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",347,1.1048437946772829,2
645,2021-02-03 10:00:00,2,Carroll,Staff,State and Local Affected Facilities,106,0.07275965819263684,0
646,2021-02-03 10:00:00,2,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
647,2021-02-03 10:00:00,2,Carroll,Inmates,State and Local Affected Facilities,123,0.14556227362931312,0
648,2021-02-03 10:00:00,2,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
649,2021-02-10 10:00:00,2,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",251,0.6937231427995816,2
650,2021-02-10 10:00:00,2,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",334,1.0491712064021776,2
651,2021-02-10 10:00:00,2,Carroll,Staff,State and Local Affected Facilities,75,-0.05999805230953755,0
652,2021-02-10 10:00:00,2,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
653,2021-02-10 10:00:00,2,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
654,2021-02-10 10:00:00,2,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
661,2021-02-17 10:00:00,2,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",152,0.2697549705507021,0
662,2021-02-17 10:00:00,2,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",248,0.6808756224284035,2
663,2021-02-17 10:00:00,2,Carroll,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
664,2021-02-17 10:00:00,2,Carroll,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
665,2021-02-17 10:00:00,2,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
666,2021-02-17 10:00:00,2,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
679,2021-02-24 10:00:00,2,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",111,0.09417219214460046,0
680,2021-02-24 10:00:00,2,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",185,0.4110776946336619,0
681,2021-02-24 10:00:00,2,Carroll,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
682,2021-02-24 10:00:00,2,Carroll,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
683,2021-02-24 10:00:00,2,Carroll,Inmates,State and Local Affected Facilities,124,0.14984478041970584,0
684,2021-02-24 10:00:00,2,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
685,2021-03-03 10:00:00,3,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",106,0.07275965819263684,0
686,2021-03-03 10:00:00,3,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",182,0.39823017426248375,0
687,2021-03-03 10:00:00,3,Carroll,Staff,State and Local Affected Facilities,76,-0.05571554551914483,0
688,2021-03-03 10:00:00,3,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
689,2021-03-03 10:00:00,3,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
690,2021-03-03 10:00:00,3,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
697,2021-03-10 10:00:00,3,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",158,0.2954500112930584,0
698,2021-03-10 10:00:00,3,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",219,0.5566829255070145,0
699,2021-03-10 10:00:00,3,Carroll,Staff,State and Local Affected Facilities,108,0.08132467177342229,0
700,2021-03-10 10:00:00,3,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
701,2021-03-10 10:00:00,3,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
702,2021-03-10 10:00:00,3,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
715,2021-03-17 11:00:00,3,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",99,0.04278211065988779,0
716,2021-03-17 11:00:00,3,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",147,0.24834243659873845,0
717,2021-03-17 11:00:00,3,Carroll,Staff,State and Local Affected Facilities,110,0.08988968535420773,0
718,2021-03-17 11:00:00,3,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
719,2021-03-17 11:00:00,3,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
720,2021-03-17 11:00:00,3,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
721,2021-03-24 11:00:00,3,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",38,-0.21845080355406826,0
722,2021-03-24 11:00:00,3,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",52,-0.15849570848857017,0
723,2021-03-24 11:00:00,3,Carroll,Staff,State and Local Affected Facilities,110,0.08988968535420773,0
724,2021-03-24 11:00:00,3,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
725,2021-03-24 11:00:00,3,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
726,2021-03-24 11:00:00,3,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
727,2021-03-31 11:00:00,3,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",192,0.44105524216641095,0
728,2021-03-31 11:00:00,3,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",321,0.9934986181270722,2
729,2021-03-31 11:00:00,3,Carroll,Staff,State and Local Affected Facilities,92,0.01280456312713873,0
730,2021-03-31 11:00:00,3,Carroll,Patients,State and Local Affected Facilities,75,-0.05999805230953755,0
731,2021-03-31 11:00:00,3,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
732,2021-03-31 11:00:00,3,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
733,2021-04-07 11:00:00,4,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",256,0.7151356767515452,2
734,2021-04-07 11:00:00,4,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",416,1.4003367632143808,2
735,2021-04-07 11:00:00,4,Carroll,Staff,State and Local Affected Facilities,93,0.017087069917531453,0
736,2021-04-07 11:00:00,4,Carroll,Patients,State and Local Affected Facilities,78,-0.04715053193835938,0
737,2021-04-07 11:00:00,4,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
738,2021-04-07 11:00:00,4,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
745,2021-04-14 11:00:00,4,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",198,0.4667502829087673,0
746,2021-04-14 11:00:00,4,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",244,0.6637455952668326,2
747,2021-04-14 11:00:00,4,Carroll,Staff,State and Local Affected Facilities,94,0.021369576707924175,0
748,2021-04-14 11:00:00,4,Carroll,Patients,State and Local Affected Facilities,79,-0.04286802514796666,0
749,2021-04-14 11:00:00,4,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
750,2021-04-14 11:00:00,4,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
751,2020-04-21 11:00:00,4,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",169,0.34255758598737834,0
752,2020-04-21 11:00:00,4,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",175,0.3682526267297347,0
753,2020-04-21 11:00:00,4,Carroll,Staff,State and Local Affected Facilities,116,0.11558472609656406,0
754,2020-04-21 11:00:00,4,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
755,2020-04-21 11:00:00,4,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
756,2020-04-21 11:00:00,4,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
763,2021-04-28 11:00:00,4,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",157,0.29116750450266565,0
764,2021-04-28 11:00:00,4,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",216,0.5438354051358363,0
765,2021-04-28 11:00:00,4,Carroll,Staff,State and Local Affected Facilities,119,0.12843224646774223,0
766,2021-04-28 11:00:00,4,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
767,2021-04-28 11:00:00,4,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
768,2021-04-28 11:00:00,4,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
775,2021-05-05 11:00:00,5,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",107,0.07704216498302957,0
776,2021-05-05 11:00:00,5,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",84,-0.021455491196003047,0
777,2021-05-05 11:00:00,5,Carroll,Staff,State and Local Affected Facilities,121,0.13699726004852766,0
778,2021-05-05 11:00:00,5,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
779,2021-05-05 11:00:00,5,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
780,2021-05-05 11:00:00,5,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
781,2021-05-13 11:00:00,5,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",103,0.059912137821458676,0
782,2021-05-13 11:00:00,5,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",115,0.11130221930617135,0
783,2021-05-13 11:00:00,5,Carroll,Staff,State and Local Affected Facilities,126,0.1584097940004913,0
784,2021-05-13 11:00:00,5,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
785,2021-05-13 11:00:00,5,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
786,2021-05-13 11:00:00,5,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
793,2021-05-19 11:00:00,5,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",103,0.059912137821458676,0
794,2021-05-19 11:00:00,5,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",115,0.11130221930617135,0
795,2021-05-19 11:00:00,5,Carroll,Staff,State and Local Affected Facilities,91,0.008522056336746008,0
796,2021-05-19 11:00:00,5,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
797,2021-05-19 11:00:00,5,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
798,2021-05-19 11:00:00,5,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
799,2021-05-26 11:00:00,5,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",14,-0.3212309665234936,0
800,2021-05-26 11:00:00,5,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",16,-0.31266595294270816,0
801,2021-05-26 11:00:00,5,Carroll,Staff,State and Local Affected Facilities,93,0.017087069917531453,0
802,2021-05-26 11:00:00,5,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
803,2021-05-26 11:00:00,5,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
804,2021-05-26 11:00:00,5,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
805,2021-06-02 11:00:00,6,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",84,-0.021455491196003047,0
806,2021-06-02 11:00:00,6,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",94,0.021369576707924175,0
807,2021-06-02 11:00:00,6,Carroll,Staff,State and Local Affected Facilities,93,0.017087069917531453,0
808,2021-06-02 11:00:00,6,Carroll,Patients,State and Local Affected Facilities,54,-0.1499306949077847,0
809,2021-06-02 11:00:00,6,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
810,2021-06-02 11:00:00,6,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
817,2021-06-09 11:00:00,6,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
818,2021-06-09 11:00:00,6,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
819,2021-06-09 11:00:00,6,Carroll,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
820,2021-06-09 11:00:00,6,Carroll,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
821,2021-06-09 11:00:00,6,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
822,2021-06-09 11:00:00,6,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
829,2021-06-16 11:00:00,6,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
830,2021-06-16 11:00:00,6,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
831,2021-06-16 11:00:00,6,Carroll,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
832,2021-06-16 11:00:00,6,Carroll,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
833,2021-06-16 11:00:00,6,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
834,2021-06-16 11:00:00,6,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
841,2021-06-23 11:00:00,6,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
842,2021-06-23 11:00:00,6,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
843,2021-06-23 11:00:00,6,Carroll,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
844,2021-06-23 11:00:00,6,Carroll,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
845,2021-06-23 11:00:00,6,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
846,2021-06-23 11:00:00,6,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
853,2021-06-30 11:00:00,6,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
854,2021-06-30 11:00:00,6,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
855,2021-06-30 11:00:00,6,Carroll,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
856,2021-06-30 11:00:00,6,Carroll,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
857,2021-06-30 11:00:00,6,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
858,2021-06-30 11:00:00,6,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
865,2021-07-07 11:00:00,7,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
866,2021-07-07 11:00:00,7,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
867,2021-07-07 11:00:00,7,Carroll,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
868,2021-07-07 11:00:00,7,Carroll,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
869,2021-07-07 11:00:00,7,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
870,2021-07-07 11:00:00,7,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
871,2021-07-14 11:00:00,7,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
872,2021-07-14 11:00:00,7,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
873,2021-07-14 11:00:00,7,Carroll,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
874,2021-07-14 11:00:00,7,Carroll,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
875,2021-07-14 11:00:00,7,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
876,2021-07-14 11:00:00,7,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
877,2021-07-21 11:00:00,7,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
878,2021-07-21 11:00:00,7,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
879,2021-07-21 11:00:00,7,Carroll,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
880,2021-07-21 11:00:00,7,Carroll,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
881,2021-07-21 11:00:00,7,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
882,2021-07-21 11:00:00,7,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
883,2021-07-28 11:00:00,7,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
884,2021-07-28 11:00:00,7,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
885,2021-07-28 11:00:00,7,Carroll,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
886,2021-07-28 11:00:00,7,Carroll,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
887,2021-07-28 11:00:00,7,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
888,2021-07-28 11:00:00,7,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
889,2021-08-04 11:00:00,8,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",66,-0.09854061342307205,0
890,2021-08-04 11:00:00,8,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",125,0.15412728721009858,0
891,2021-08-04 11:00:00,8,Carroll,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
892,2021-08-04 11:00:00,8,Carroll,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
893,2021-08-04 11:00:00,8,Carroll,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
894,2021-08-04 11:00:00,8,Carroll,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
901,2021-08-11 11:00:00,8,Carroll,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",68,-0.0899755998422866,0
902,2021-08-11 11:00:00,8,Carroll,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",126,0.1584097940004913,0
903,2021-08-11 11:00:00,8,Carroll,Staff,State and Local Affected Facilities,13,-0.3255134733138863,0
904,2021-08-11 11:00:00,8,Carroll,Patients,State and Local Affected Facilities,25,-0.27412339182917367,0
